planted_k,planted_gamma,metric,trial,value,bid_weights
20,1.0,frac_total,7,0.125,False
20,1.0,frac_total,8,0.19166666666666668,False
20,1.0,frac_total,9,0.18333333333333332,False
20,1.0,frac_papers,0,0.38095238095238093,False
20,1.0,frac_papers,1,0.3333333333333333,False
20,1.0,frac_papers,2,0.35714285714285715,False
20,1.0,frac_papers,3,0.45454545454545453,False
20,1.0,frac_papers,4,0.30952380952380953,False
20,1.0,frac_papers,5,0.32558139534883723,False
20,1.0,frac_papers,6,0.4067796610169492,False
20,1.0,frac_papers,7,0.34146341463414637,False
20,1.0,frac_papers,8,0.3275862068965517,False
20,1.0,frac_papers,9,0.38095238095238093,False
20,1.0,frac_revs,0,0.6,False
20,1.0,frac_revs,1,0.55,False
20,1.0,frac_revs,2,0.6,False
20,1.0,frac_revs,3,0.7,False
20,1.0,frac_revs,4,0.4,False
20,1.0,frac_revs,5,0.55,False
20,1.0,frac_revs,6,0.65,False
20,1.0,frac_revs,7,0.5,False
20,1.0,frac_revs,8,0.6,False
20,1.0,frac_revs,9,0.6,False
21,1.0,frac_total,0,0.29365079365079366,False
21,1.0,frac_total,1,0.19047619047619047,False
21,1.0,frac_total,2,0.13008130081300814,False
21,1.0,frac_total,3,0.23809523809523808,False
21,1.0,frac_total,4,0.18253968253968253,False
21,1.0,frac_total,5,0.15079365079365079,False
21,1.0,frac_total,6,0.21428571428571427,False
21,1.0,frac_total,7,0.18253968253968253,False
21,1.0,frac_total,8,0.24603174603174602,False
21,1.0,frac_total,9,0.18253968253968253,False
21,1.0,frac_papers,0,0.30303030303030304,False
21,1.0,frac_papers,1,0.34,False
21,1.0,frac_papers,2,0.2682926829268293,False
21,1.0,frac_papers,3,0.3283582089552239,False
21,1.0,frac_papers,4,0.35294117647058826,False
21,1.0,frac_papers,5,0.30952380952380953,False
21,1.0,frac_papers,6,0.2923076923076923,False
21,1.0,frac_papers,7,0.38181818181818183,False
21,1.0,frac_papers,8,0.421875,False
21,1.0,frac_papers,9,0.2857142857142857,False
21,1.0,frac_revs,0,0.5238095238095238,False
21,1.0,frac_revs,1,0.5238095238095238,False
21,1.0,frac_revs,2,0.3333333333333333,False
21,1.0,frac_revs,3,0.47619047619047616,False
21,1.0,frac_revs,4,0.5714285714285714,False
21,1.0,frac_revs,5,0.42857142857142855,False
21,1.0,frac_revs,6,0.5714285714285714,False
21,1.0,frac_revs,7,0.7142857142857143,False
21,1.0,frac_revs,8,0.6666666666666666,False
21,1.0,frac_revs,9,0.47619047619047616,False
22,1.0,frac_total,0,0.20454545454545456,False
