,method,graph_type,planted_k,planted_gamma,bipartite,trial,num_true_positive,num_detected,num_total,time,method_params,detected_density,actual_density
9,fraudar,B,30,1.0,True,9,30,30,596,0.0006314675013224284,,1.0,1.0
0,fraudar,B,31,1.0,True,0,31,31,596,0.0007605473200480143,,1.0,1.0
1,fraudar,B,31,1.0,True,1,31,31,596,0.0006756186485290527,,1.0,1.0
2,fraudar,B,31,1.0,True,2,31,31,596,0.0006388187408447266,,1.0,1.0
3,fraudar,B,31,1.0,True,3,31,31,596,0.0006539662679036458,,1.0,1.0
4,fraudar,B,31,1.0,True,4,31,31,596,0.0007474978764851888,,1.0,1.0
5,fraudar,B,31,1.0,True,5,31,31,596,0.0007824301719665527,,1.0,1.0
6,fraudar,B,31,1.0,True,6,31,31,596,0.0006481170654296875,,1.0,1.0
7,fraudar,B,31,1.0,True,7,31,31,596,0.0006421367327372233,,1.0,1.0
8,fraudar,B,31,1.0,True,8,31,31,596,0.0006428003311157226,,1.0,1.0
9,fraudar,B,31,1.0,True,9,31,31,596,0.00062256654103597,,1.0,1.0
0,fraudar,B,32,1.0,True,0,32,32,596,0.0007030328114827473,,1.0,1.0
1,fraudar,B,32,1.0,True,1,32,33,596,0.0006390810012817383,,0.9774881516587678,1.0
2,fraudar,B,32,1.0,True,2,32,32,596,0.0010265469551086425,,1.0,1.0
3,fraudar,B,32,1.0,True,3,32,32,596,0.0007294853528340658,,1.0,1.0
4,fraudar,B,32,1.0,True,4,32,32,596,0.0006915489832560221,,1.0,1.0
5,fraudar,B,32,1.0,True,5,32,32,596,0.0007506012916564941,,1.0,1.0
6,fraudar,B,32,1.0,True,6,32,32,596,0.0006572842597961426,,1.0,1.0
7,fraudar,B,32,1.0,True,7,32,33,596,0.0006814479827880859,,0.9776404824948515,1.0
8,fraudar,B,32,1.0,True,8,32,32,596,0.0006752332051595052,,1.0,1.0
9,fraudar,B,32,1.0,True,9,32,32,596,0.0006588339805603027,,1.0,1.0
0,fraudar,B,33,1.0,True,0,33,34,596,0.0007964690526326497,,0.9780545670225386,1.0
1,fraudar,B,33,1.0,True,1,33,33,596,0.0006423314412434896,,1.0,1.0
2,fraudar,B,33,1.0,True,2,33,33,596,0.0007324020067850748,,1.0,1.0
3,fraudar,B,33,1.0,True,3,33,33,596,0.0006450017293294271,,1.0,1.0
4,fraudar,B,33,1.0,True,4,33,33,596,0.0006335655848185222,,1.0,1.0
5,fraudar,B,33,1.0,True,5,33,33,596,0.0007162014643351237,,1.0,1.0
6,fraudar,B,33,1.0,True,6,33,33,596,0.0007330179214477539,,1.0,1.0
7,fraudar,B,33,1.0,True,7,33,33,596,0.0006563146909077962,,1.0,1.0
8,fraudar,B,33,1.0,True,8,33,33,596,0.0007239818572998047,,1.0,1.0
9,fraudar,B,33,1.0,True,9,33,33,596,0.0006589293479919434,,1.0,1.0
0,fraudar,B,34,1.0,True,0,34,34,596,0.0007275183995564779,,1.0,1.0
1,fraudar,B,34,1.0,True,1,34,34,596,0.0006563186645507813,,1.0,1.0
2,fraudar,B,34,1.0,True,2,34,34,596,0.0006710489590962728,,1.0,1.0
3,fraudar,B,34,1.0,True,3,34,34,596,0.000997169812520345,,1.0,1.0
4,fraudar,B,34,1.0,True,4,34,34,596,0.0006815830866495769,,1.0,1.0
5,fraudar,B,34,1.0,True,5,34,34,596,0.0006520390510559082,,1.0,1.0
6,fraudar,B,34,1.0,True,6,34,34,596,0.0007087310155232747,,1.0,1.0
7,fraudar,B,34,1.0,True,7,34,34,596,0.0006616830825805664,,1.0,1.0
8,fraudar,B,34,1.0,True,8,34,34,596,0.000652933120727539,,1.0,1.0
9,fraudar,B,34,1.0,True,9,34,34,596,0.0006519198417663574,,1.0,1.0
0,fraudar,B,2,0.8,True,0,0,105,596,0.0005688826243082682,,0.1271359964260452,0.8
1,fraudar,B,2,0.8,True,1,0,105,596,0.00056381622950236,,0.1271359964260452,0.8571428571428571
2,fraudar,B,2,0.8,True,2,0,105,596,0.0005543986956278483,,0.1271359964260452,0.8333333333333334
3,fraudar,B,2,0.8,True,3,0,105,596,0.000553584098815918,,0.1271359964260452,1.0
4,fraudar,B,2,0.8,True,4,0,105,596,0.0006103833516438802,,0.1271359964260452,0.8
5,fraudar,B,2,0.8,True,5,0,105,596,0.000554502010345459,,0.1271359964260452,1.0
6,fraudar,B,2,0.8,True,6,0,105,596,0.0005498806635538737,,0.1271359964260452,1.0
7,fraudar,B,2,0.8,True,7,1,105,596,0.0005536993344624837,,0.1271359964260452,0.8333333333333334
8,fraudar,B,2,0.8,True,8,0,105,596,0.0005515178044637044,,0.1271359964260452,1.0
9,fraudar,B,2,0.8,True,9,1,105,596,0.0005743821461995442,,0.12728491120956034,0.8
0,fraudar,B,3,0.8,True,0,1,105,596,0.0005647659301757813,,0.1271359964260452,0.8333333333333334
1,fraudar,B,3,0.8,True,1,1,105,596,0.0005594809850056966,,0.1271359964260452,0.8
2,fraudar,B,3,0.8,True,2,1,105,596,0.0009051322937011719,,0.1271359964260452,0.8620689655172413
3,fraudar,B,3,0.8,True,3,1,105,596,0.0005600174268086751,,0.12717322512192397,0.8076923076923077
4,fraudar,B,3,0.8,True,4,0,105,596,0.000561221440633138,,0.1271359964260452,0.8333333333333334
5,fraudar,B,3,0.8,True,5,0,104,596,0.0005525469779968262,,0.12769892797825758,0.8571428571428571
6,fraudar,B,3,0.8,True,6,0,105,596,0.0005560835202534993,,0.1271359964260452,0.8333333333333334
7,fraudar,B,3,0.8,True,7,0,105,596,0.0005536675453186035,,0.1271359964260452,0.8333333333333334
8,fraudar,B,3,0.8,True,8,0,105,596,0.0005566159884134929,,0.1271359964260452,0.8125
9,fraudar,B,3,0.8,True,9,2,106,596,0.000581518809000651,,0.1268971026069276,0.8125
0,fraudar,B,4,0.8,True,0,2,105,596,0.0005740642547607422,,0.12761996947246937,0.8
1,fraudar,B,4,0.8,True,1,0,101,596,0.0005551298459370931,,0.12975548785251154,0.8095238095238095
2,fraudar,B,4,0.8,True,2,1,104,596,0.0005554000536600749,,0.1280570652173913,0.803921568627451
3,fraudar,B,4,0.8,True,3,2,105,596,0.0005476117134094238,,0.12747105468895426,0.8181818181818182
4,fraudar,B,4,0.8,True,4,0,105,596,0.0005528489748636881,,0.1271359964260452,0.8
5,fraudar,B,4,0.8,True,5,2,105,596,0.0005515853563944499,,0.12750828338483303,0.8205128205128205
6,fraudar,B,4,0.8,True,6,0,104,596,0.000553445021311442,,0.12769892797825758,0.8070175438596491
7,fraudar,B,4,0.8,True,7,3,105,596,0.000554203987121582,,0.12769442686422694,0.8181818181818182
8,fraudar,B,4,0.8,True,8,0,105,596,0.0005695501963297526,,0.1271359964260452,0.8064516129032258
9,fraudar,B,4,0.8,True,9,0,105,596,0.0005532026290893555,,0.1271359964260452,0.8
0,fraudar,B,5,0.8,True,0,2,104,596,0.0005637168884277344,,0.12784357962022935,0.8
1,fraudar,B,5,0.8,True,1,0,104,596,0.0005495309829711914,,0.1280193236714976,0.8125
2,fraudar,B,5,0.8,True,2,0,105,596,0.0005647659301757813,,0.1271359964260452,0.8055555555555556
3,fraudar,B,5,0.8,True,3,2,105,596,0.0005544185638427735,,0.12769442686422694,0.8026315789473685
4,fraudar,B,5,0.8,True,4,2,108,596,0.0005480170249938965,,0.12434751519485163,0.8135593220338984
5,fraudar,B,5,0.8,True,5,1,105,596,0.0005514860153198242,,0.12724768251368154,0.8
6,fraudar,B,5,0.8,True,6,1,105,596,0.0005474448204040528,,0.12717322512192397,0.8068181818181818
7,fraudar,B,5,0.8,True,7,0,104,596,0.0005920012791951497,,0.12769892797825758,0.8059701492537313
8,fraudar,B,5,0.8,True,8,2,105,596,0.0009014209111531576,,0.12735936860131788,0.8076923076923077
9,fraudar,B,5,0.8,True,9,2,105,596,0.0005798498789469401,,0.12743382599307546,0.8125
0,fraudar,B,6,0.8,True,0,3,106,596,0.0005579988161722819,,0.12743297833272127,0.8
1,fraudar,B,6,0.8,True,1,1,104,596,0.0005596160888671875,,0.1280193236714976,0.8
2,fraudar,B,6,0.8,True,2,1,103,596,0.0005545695622762044,,0.1282947208507406,0.8
3,fraudar,B,6,0.8,True,3,1,105,596,0.0005555311838785807,,0.12721045381780277,0.8
4,fraudar,B,6,0.8,True,4,3,102,596,0.0005520979563395182,,0.13020372010628875,0.8
5,fraudar,B,6,0.8,True,5,1,101,596,0.0006288290023803711,,0.1297945473009921,0.8
6,fraudar,B,6,0.8,True,6,2,103,596,0.0005591352780659994,,0.12856057728826434,0.8
7,fraudar,B,6,0.8,True,7,3,108,596,0.0005542993545532227,,0.12459200505387288,0.8085106382978723
8,fraudar,B,6,0.8,True,8,2,105,596,0.0005506316820780437,,0.12747105468895426,0.8
9,fraudar,B,6,0.8,True,9,2,105,596,0.0005742351214090984,,0.12739659729719668,0.8
0,fraudar,B,7,0.8,True,0,1,104,596,0.0005729834238688152,,0.1277744224671599,0.8
1,fraudar,B,7,0.8,True,1,3,105,596,0.0005562861760457356,,0.12817839991065114,0.8045977011494253
2,fraudar,B,7,0.8,True,2,2,104,596,0.0006853858629862468,,0.12848192043481543,0.8135593220338984
3,fraudar,B,7,0.8,True,3,2,101,596,0.0005568861961364746,,0.13022420123427858,0.803921568627451
4,fraudar,B,7,0.8,True,4,1,100,596,0.0005925854047139485,,0.1304623430133513,0.8020833333333334
5,fraudar,B,7,0.8,True,5,2,103,596,0.0005567351977030436,,0.12937883029431793,0.8020833333333334
6,fraudar,B,7,0.8,True,6,1,103,596,0.0005516330401102702,,0.1283346729436981,0.8015873015873016
7,fraudar,B,7,0.8,True,7,3,105,596,0.0005515694618225097,,0.13032142724123805,0.8134715025906736
8,fraudar,B,7,0.8,True,8,1,101,596,0.0005564530690511068,,0.1297945473009921,0.8095238095238095
9,fraudar,B,7,0.8,True,9,3,103,596,0.0009318312009175618,,0.12929153748995292,0.8053691275167785
0,fraudar,B,8,0.8,True,0,0,103,596,0.0005604028701782227,,0.1282581237799977,0.8045112781954887
1,fraudar,B,8,0.8,True,1,2,100,596,0.0005603988965352376,,0.1309773780753536,0.8035714285714286
2,fraudar,B,8,0.8,True,2,2,104,596,0.0005524992942810058,,0.12802898769532725,0.8067226890756303
3,fraudar,B,8,0.8,True,3,2,102,596,0.0005576332410176595,,0.1300548983221217,0.803680981595092
4,fraudar,B,8,0.8,True,4,1,104,596,0.0005541324615478515,,0.12787801011549785,0.8017241379310345
5,fraudar,B,8,0.8,True,5,1,105,596,0.0005547801653544108,,0.12728491120956034,0.8333333333333334
6,fraudar,B,8,0.8,True,6,3,105,596,0.0005553483963012696,,0.12782514800610642,0.8
7,fraudar,B,8,0.8,True,7,6,103,596,0.0005550026893615722,,0.13259626382005338,0.8012422360248447
8,fraudar,B,8,0.8,True,8,2,104,596,0.0005485018094380697,,0.1280667320902846,0.8
9,fraudar,B,8,0.8,True,9,0,103,596,0.0005511005719502766,,0.1282581237799977,0.8
0,fraudar,B,9,0.8,True,0,3,101,596,0.0005684653917948405,,0.13143504413717677,0.8031496062992126
1,fraudar,B,9,0.8,True,1,3,103,596,0.0005516330401102702,,0.12882687102062604,0.8269230769230769
2,fraudar,B,9,0.8,True,2,2,104,596,0.0005648175875345866,,0.1278982234266787,0.8031496062992126
3,fraudar,B,9,0.8,True,3,3,105,596,0.0005582968393961588,,0.12549499604003167,0.8309859154929577
4,fraudar,B,9,0.8,True,4,5,105,596,0.0005593856175740559,,0.1295577967416602,0.811965811965812
5,fraudar,B,9,0.8,True,5,2,102,596,0.0005565524101257324,,0.12997748971512846,0.8
6,fraudar,B,9,0.8,True,6,4,105,596,0.0005581974983215332,,0.12847799578760669,0.8050314465408805
7,fraudar,B,9,0.8,True,7,2,103,596,0.0009097814559936524,,0.12864086959849963,0.8132530120481928
8,fraudar,B,9,0.8,True,8,2,104,596,0.0005596836407979329,,0.1279912433003699,0.8
9,fraudar,B,9,0.8,True,9,3,102,596,0.0005597988764444987,,0.13037426538818436,0.8181818181818182
0,fraudar,B,10,0.8,True,0,3,105,596,0.0005827983220418294,,0.12843421934331026,0.8024691358024691
1,fraudar,B,10,0.8,True,1,5,106,596,0.0006257335344950359,,0.12579716482635472,0.8010752688172043
2,fraudar,B,10,0.8,True,2,2,101,596,0.0005584001541137695,,0.13015625,0.8037735849056604
3,fraudar,B,10,0.8,True,3,1,101,596,0.0005558013916015625,,0.13009723964868256,0.8044692737430168
4,fraudar,B,10,0.8,True,4,4,103,596,0.0006073673566182454,,0.13005146057212047,0.8
5,fraudar,B,10,0.8,True,5,4,104,596,0.0009215672810872396,,0.12786365145534365,0.8097014925373134
6,fraudar,B,10,0.8,True,6,3,103,596,0.0005603512128194173,,0.1277484525120571,0.8
7,fraudar,B,10,0.8,True,7,1,103,596,0.0005881309509277344,,0.1286694624475791,0.8
8,fraudar,B,10,0.8,True,8,2,103,596,0.0005474011103312175,,0.12841122210739847,0.8
9,fraudar,B,10,0.8,True,9,1,103,596,0.0005564967791239421,,0.12772987960044058,0.8020304568527918
0,fraudar,B,11,0.8,True,0,11,113,596,0.000615084171295166,,0.13078967350037965,0.8021978021978022
1,fraudar,B,11,0.8,True,1,3,103,596,0.0006202340126037597,,0.12917671374440234,0.8034934497816594
2,fraudar,B,11,0.8,True,2,4,101,596,0.0005585988362630208,,0.13204170557111733,0.8111888111888111
3,fraudar,B,11,0.8,True,3,3,103,596,0.0005559841791788737,,0.1294446358173537,0.825503355704698
4,fraudar,B,11,0.8,True,4,2,101,596,0.0005546847979227702,,0.13001874707077019,0.8015267175572519
5,fraudar,B,11,0.8,True,5,3,101,596,0.0005576809247334799,,0.1306045930323387,0.8
6,fraudar,B,11,0.8,True,6,1,102,596,0.0005577643712361654,,0.12921435199505105,0.8
7,fraudar,B,11,0.8,True,7,1,101,596,0.0005580663681030273,,0.13005803011292347,0.8024193548387096
8,fraudar,B,11,0.8,True,8,2,102,596,0.000554962952931722,,0.1294463346736777,0.813953488372093
9,fraudar,B,11,0.8,True,9,2,103,596,0.000592648983001709,,0.1293423143873458,0.802675585284281
0,fraudar,B,12,0.8,True,0,1,101,596,0.0006382505098978679,,0.12998984454339504,0.8143459915611815
1,fraudar,B,12,0.8,True,1,2,104,596,0.0005602121353149414,,0.12855740922473013,0.8089171974522293
2,fraudar,B,12,0.8,True,2,3,104,596,0.0005587140719095866,,0.12701351601555266,0.8132911392405063
3,fraudar,B,12,0.8,True,3,7,106,596,0.0005600333213806152,,0.12903111237391676,0.8015665796344648
4,fraudar,B,12,0.8,True,4,2,103,596,0.0005728324254353841,,0.12859855677933915,0.8140243902439024
5,fraudar,B,12,0.8,True,5,0,102,596,0.0005579471588134765,,0.12902103309619548,0.8016528925619835
6,fraudar,B,12,0.8,True,6,7,104,596,0.0005620996157328288,,0.13099802702602092,0.8150470219435737
7,fraudar,B,12,0.8,True,7,3,104,596,0.0005548000335693359,,0.1288992201559688,0.8017241379310345
8,fraudar,B,12,0.8,True,8,2,104,596,0.0005626638730367024,,0.1254133901668259,0.8015267175572519
9,fraudar,B,12,0.8,True,9,1,103,596,0.0005575140317281087,,0.1283346729436981,0.8027681660899654
0,fraudar,B,13,0.8,True,0,1,105,596,0.0011508862177530925,,0.1275262357696444,0.8023255813953488
1,fraudar,B,13,0.8,True,1,13,116,596,0.000570066769917806,,0.12963180456867696,0.805379746835443
2,fraudar,B,13,0.8,True,2,13,117,596,0.0005659103393554687,,0.12801017691260871,0.8099352051835853
3,fraudar,B,13,0.8,True,3,13,114,596,0.0005628188451131185,,0.12609556121006502,0.8081534772182254
4,fraudar,B,13,0.8,True,4,13,363,596,0.0005629340807596843,,0.05348991009348133,0.833587786259542
5,fraudar,B,13,0.8,True,5,13,114,596,0.0005646149317423502,,0.12836655099345884,0.8108108108108109
6,fraudar,B,13,0.8,True,6,13,115,596,0.0005587855974833171,,0.1303205778759477,0.8034825870646766
7,fraudar,B,13,0.8,True,7,3,105,596,0.0005645513534545899,,0.13063655631075058,0.8012048192771084
8,fraudar,B,13,0.8,True,8,13,113,596,0.000565787156422933,,0.1278290157071359,0.8
9,fraudar,B,13,0.8,True,9,13,118,596,0.0005651672681172688,,0.12520543851785448,0.8120104438642297
0,fraudar,B,14,0.8,True,0,14,115,596,0.0005791982014973959,,0.12677652536143103,0.8012820512820513
1,fraudar,B,14,0.8,True,1,7,104,596,0.0005707820256551107,,0.13266831054322648,0.8
2,fraudar,B,14,0.8,True,2,14,113,596,0.0005613843599955241,,0.13328583818609838,0.828125
3,fraudar,B,14,0.8,True,3,14,116,596,0.000573734442392985,,0.12611086342695793,0.8117647058823529
4,fraudar,B,14,0.8,True,4,14,356,596,0.0005630175272623698,,0.05436646244695978,0.8163265306122449
5,fraudar,B,14,0.8,True,5,14,118,596,0.0005704323450724284,,0.1246913938830637,0.8252252252252252
6,fraudar,B,14,0.8,True,6,2,102,596,0.0005791544914245606,,0.13009858882659966,0.807920792079208
7,fraudar,B,14,0.8,True,7,3,101,596,0.0005642811457316081,,0.1302921418528355,0.8056155507559395
8,fraudar,B,14,0.8,True,8,0,100,596,0.0005700707435607911,,0.13034348876827384,0.8093922651933702
9,fraudar,B,14,0.8,True,9,3,99,596,0.000561233361562093,,0.13540423781114996,0.8098859315589354
0,fraudar,B,15,0.8,True,0,15,115,596,0.000573416550954183,,0.13649888420530623,0.8166311300639659
1,fraudar,B,15,0.8,True,1,15,119,596,0.0005671342213948567,,0.127127243208767,0.8007968127490039
2,fraudar,B,15,0.8,True,2,15,115,596,0.0005675991376241048,,0.1356364823553854,0.8244170096021948
3,fraudar,B,15,0.8,True,3,15,114,596,0.0006421963373819987,,0.1311649394431265,0.8073555166374781
4,fraudar,B,15,0.8,True,4,15,120,596,0.0005676349004109701,,0.12122849424143324,0.8008213552361396
5,fraudar,B,15,0.8,True,5,15,112,596,0.000966803232828776,,0.13160960455633938,0.8254545454545454
6,fraudar,B,15,0.8,True,6,6,102,596,0.0005713343620300293,,0.13174505426833963,0.8051044083526682
7,fraudar,B,15,0.8,True,7,15,117,596,0.0005686680475870768,,0.130066029143898,0.818295739348371
8,fraudar,B,15,0.8,True,8,15,372,596,0.0005610386530558268,,0.05248549426133374,0.8
9,fraudar,B,15,0.8,True,9,15,117,596,0.0005622029304504395,,0.13429611434997485,0.8100172711571675
0,fraudar,B,16,0.8,True,0,16,365,596,0.0005947987238566081,,0.05368827286509055,0.8154681139755766
1,fraudar,B,16,0.8,True,1,16,117,596,0.0005701343218485514,,0.13200723327305605,0.8161057692307693
2,fraudar,B,16,0.8,True,2,16,370,596,0.0005764166514078776,,0.05203444235688882,0.8073217726396917
3,fraudar,B,16,0.8,True,3,16,114,596,0.0005667646725972494,,0.1367651075970498,0.8150375939849624
4,fraudar,B,16,0.8,True,4,16,119,596,0.0005633672078450521,,0.1280037102524711,0.8107255520504731
5,fraudar,B,16,0.8,True,5,16,114,596,0.0005634188652038574,,0.1331844327499694,0.8051750380517504
6,fraudar,B,16,0.8,True,6,16,376,596,0.0005743821461995442,,0.0515672258758127,0.8229755178907722
7,fraudar,B,16,0.8,True,7,16,115,596,0.0006049712498982748,,0.13813739704476047,0.8008021390374331
8,fraudar,B,16,0.8,True,8,16,115,596,0.0006074349085489909,,0.13293750927712633,0.8008021390374331
9,fraudar,B,16,0.8,True,9,16,120,596,0.0006040652592976888,,0.12980252362360664,0.811377245508982
0,fraudar,B,17,0.8,True,0,17,116,596,0.0005788842837015788,,0.1342201807498434,0.8045007032348804
1,fraudar,B,17,0.8,True,1,17,121,596,0.0005758484204610189,,0.13703641172829084,0.8047982551799345
2,fraudar,B,17,0.8,True,2,17,121,596,0.000569768746693929,,0.12770383804976929,0.8168701442841287
3,fraudar,B,17,0.8,True,3,17,121,596,0.0005678335825602213,,0.12902689215414473,0.8109756097560976
4,fraudar,B,17,0.8,True,4,17,121,596,0.0005697488784790039,,0.13513291986557743,0.8222222222222222
5,fraudar,B,17,0.8,True,5,17,123,596,0.0005717198053995768,,0.133811768444468,0.817193675889328
6,fraudar,B,17,0.8,True,6,17,114,596,0.0005837202072143555,,0.14095660437123853,0.8304862023653088
7,fraudar,B,17,0.8,True,7,17,119,596,0.0005659381548563639,,0.12821638710810573,0.8083182640144665
8,fraudar,B,17,0.8,True,8,17,123,596,0.0005662361780802409,,0.1228368643504612,0.8240740740740741
9,fraudar,B,17,0.8,True,9,17,122,596,0.0009261012077331543,,0.127460561217367,0.8090614886731392
0,fraudar,B,18,0.8,True,0,18,122,596,0.0005886673927307129,,0.13587856735547288,0.8119747899159664
1,fraudar,B,18,0.8,True,1,18,117,596,0.0005733609199523926,,0.13062889920463616,0.8059701492537313
2,fraudar,B,18,0.8,True,2,18,121,596,0.0005814353624979655,,0.13352535188304984,0.8135135135135135
3,fraudar,B,18,0.8,True,3,18,124,596,0.0006119171778361002,,0.12148724600086468,0.8006042296072508
4,fraudar,B,18,0.8,True,4,18,123,596,0.0005765676498413086,,0.13784912555468545,0.8379073756432247
5,fraudar,B,18,0.8,True,5,18,121,596,0.0005667964617411295,,0.1271860095389507,0.8009118541033434
6,fraudar,B,18,0.8,True,6,18,122,596,0.000567166010538737,,0.12871180218118994,0.8
7,fraudar,B,18,0.8,True,7,18,116,596,0.000569295883178711,,0.12931639939131453,0.8038216560509555
8,fraudar,B,18,0.8,True,8,18,115,596,0.000566252072652181,,0.13592599584670567,0.8061911170928667
9,fraudar,B,18,0.8,True,9,18,354,596,0.0005707820256551107,,0.055466660698900064,0.8141486810551559
0,fraudar,B,19,0.8,True,0,19,117,596,0.0006545503934224446,,0.13562643193054383,0.8065934065934066
1,fraudar,B,19,0.8,True,1,19,119,596,0.0005726496378580729,,0.12819393516093358,0.8061116965226555
2,fraudar,B,19,0.8,True,2,19,120,596,0.0005672653516133626,,0.13037041175484665,0.8099762470308789
3,fraudar,B,19,0.8,True,3,19,122,596,0.000615398089090983,,0.13105420941169998,0.8420454545454545
4,fraudar,B,19,0.8,True,4,19,117,596,0.0005696495374043782,,0.13666455586897702,0.8008800880088008
5,fraudar,B,19,0.8,True,5,19,125,596,0.0005837678909301758,,0.12612867543024722,0.8043668122270743
6,fraudar,B,19,0.8,True,6,19,130,596,0.0005793015162150066,,0.12122574538570753,0.8206967213114754
7,fraudar,B,19,0.8,True,7,19,120,596,0.0006138165791829427,,0.13280234988420042,0.8002148227712137
8,fraudar,B,19,0.8,True,8,19,121,596,0.0005687157313028972,,0.1341308220921354,0.8122653316645807
9,fraudar,B,19,0.8,True,9,19,121,596,0.0005704045295715332,,0.13210648351970886,0.8
0,fraudar,B,20,0.8,True,0,20,123,596,0.0006931503613789876,,0.12338756456647239,0.800251256281407
1,fraudar,B,20,0.8,True,1,20,114,596,0.0005789359410603841,,0.14570619691726958,0.8210961737331954
2,fraudar,B,20,0.8,True,2,20,123,596,0.0005725661913553874,,0.12518370073480295,0.8257080610021786
3,fraudar,B,20,0.8,True,3,20,116,596,0.0006498336791992187,,0.1362355636746447,0.8049886621315193
4,fraudar,B,20,0.8,True,4,20,123,596,0.000934449831644694,,0.1383654570905567,0.8117752007136485
5,fraudar,B,20,0.8,True,5,20,119,596,0.0005738178888956706,,0.13149932765575975,0.8159111933395005
6,fraudar,B,20,0.8,True,6,20,120,596,0.0005777835845947266,,0.1434007332518609,0.8122270742358079
7,fraudar,B,20,0.8,True,7,20,121,596,0.0006151517232259114,,0.13477671031866884,0.8003300330033003
8,fraudar,B,20,0.8,True,8,20,120,596,0.0005673011144002279,,0.13995710802314992,0.807741935483871
9,fraudar,B,20,0.8,True,9,20,121,596,0.0005823373794555664,,0.1308546865405013,0.8230980751604033
0,fraudar,B,21,0.8,True,0,21,119,596,0.0006978313128153483,,0.14348196201602725,0.8172992056487202
1,fraudar,B,21,0.8,True,1,21,122,596,0.0005904356638590495,,0.1368951048951049,0.8055271238485159
2,fraudar,B,21,0.8,True,2,21,110,596,0.000613852341969808,,0.15827291974080965,0.8262518968133535
3,fraudar,B,21,0.8,True,3,21,122,596,0.0005822857220967611,,0.13964777906631787,0.8241167434715821
4,fraudar,B,21,0.8,True,4,21,120,596,0.0005807360013326009,,0.13979948180691676,0.800339847068819
5,fraudar,B,21,0.8,True,5,21,117,596,0.0005875984827677409,,0.14883513874462087,0.8352578906851424
6,fraudar,B,21,0.8,True,6,21,119,596,0.0005739370981852214,,0.13584330418775886,0.8070652173913043
7,fraudar,B,21,0.8,True,7,21,113,596,0.0006325880686442058,,0.14437015746063483,0.8360927152317881
8,fraudar,B,21,0.8,True,8,21,123,596,0.0006341218948364257,,0.13151041666666666,0.8003972194637538
9,fraudar,B,21,0.8,True,9,21,122,596,0.0006200353304545085,,0.13163542709972814,0.8115631691648822
0,fraudar,B,22,0.8,True,0,22,123,596,0.0006345828374226888,,0.13671885636487408,0.8176678445229681
1,fraudar,B,22,0.8,True,1,22,114,596,0.0005893985430399577,,0.14651360029078572,0.8225075528700906
2,fraudar,B,22,0.8,True,2,22,91,596,0.0005868196487426758,,0.19429540973082038,0.8226221079691517
3,fraudar,B,22,0.8,True,3,22,118,596,0.0006722489992777507,,0.1395286873112677,0.805984555984556
4,fraudar,B,22,0.8,True,4,22,113,596,0.0005851348241170247,,0.15130644264624127,0.8238546603475514
5,fraudar,B,22,0.8,True,5,22,109,596,0.0005862673123677571,,0.1581420324875822,0.8090592334494774
6,fraudar,B,22,0.8,True,6,22,117,596,0.0006481130917867024,,0.1395335494420379,0.8200867052023122
7,fraudar,B,22,0.8,True,7,22,121,596,0.0005751331647237142,,0.12961291205033512,0.8149466192170819
8,fraudar,B,22,0.8,True,8,22,124,596,0.0005808631579081217,,0.13479798920126607,0.8128205128205128
9,fraudar,B,22,0.8,True,9,22,125,596,0.0009362975756327311,,0.14088154417064902,0.8005893909626719
0,fraudar,B,23,0.8,True,0,23,110,596,0.0007173498471577962,,0.1622782384617926,0.8001525553012967
1,fraudar,B,23,0.8,True,1,23,124,596,0.0005996306737263997,,0.13754311488458476,0.8150793650793651
2,fraudar,B,23,0.8,True,2,23,118,596,0.0005846341451009114,,0.1385999282580503,0.8261146496815287
3,fraudar,B,23,0.8,True,3,23,117,596,0.0006598631540934244,,0.15431051269925167,0.8214285714285714
4,fraudar,B,23,0.8,True,4,23,116,596,0.0005859971046447754,,0.15135406514869615,0.8070539419087137
5,fraudar,B,23,0.8,True,5,23,114,596,0.000589752197265625,,0.15341094226724725,0.8110661268556005
6,fraudar,B,23,0.8,True,6,23,120,596,0.0005879521369934082,,0.13711046528357265,0.8045171339563862
7,fraudar,B,23,0.8,True,7,23,125,596,0.0010934193929036458,,0.13305091394053503,0.8
8,fraudar,B,23,0.8,True,8,23,119,596,0.0005950689315795899,,0.13554579287573104,0.8056171470805618
9,fraudar,B,23,0.8,True,9,23,115,596,0.0005887190500895183,,0.15878983172216254,0.8203026481715007
0,fraudar,B,24,0.8,True,0,24,107,596,0.0005970517794291178,,0.16492746245864087,0.821455938697318
1,fraudar,B,24,0.8,True,1,24,118,596,0.0005791505177815755,,0.14216439263877595,0.8236286919831224
2,fraudar,B,24,0.8,True,2,24,119,596,0.000579667091369629,,0.13917169974115617,0.815359477124183
3,fraudar,B,24,0.8,True,3,24,125,596,0.0006274382273356119,,0.13701452828712277,0.8116883116883117
4,fraudar,B,24,0.8,True,4,24,126,596,0.0005842328071594238,,0.12907683082618557,0.8052959501557633
5,fraudar,B,24,0.8,True,5,24,110,596,0.0005943814913431804,,0.15358428805237315,0.8174550299800133
6,fraudar,B,24,0.8,True,6,24,115,596,0.0006644368171691894,,0.15944401452467408,0.8171690694626474
7,fraudar,B,24,0.8,True,7,24,116,596,0.0006377855936686198,,0.14675154144781913,0.8075729360645562
8,fraudar,B,24,0.8,True,8,24,111,596,0.0005971153577168782,,0.15651977837907485,0.8301008533747091
